,Date,RF,MaxT,MinT,RH-I,RH-II,C1,C2,SS,WD1,WD2,Disease,Index
1776,02-09-11,99.4,29.8,22.6,98.0,96.0,0.0,8.0,0.0,135.0,247.0,3,1776
1786,12-09-11,18.9,31.0,23.5,100.0,98.0,0.0,8.0,5.0,135.0,315.0,3,1786
1787,13-09-11,24.0,33.0,22.8,99.0,97.0,0.0,8.0,0.0,135.0,90.0,3,1787
1788,14-09-11,64.2,29.2,20.4,95.0,91.0,0.0,8.0,0.0,180.0,315.0,3,1788
2665,04-08-17,82.9,28.6,18.0,100.0,97.0,8.0,8.0,0.0,310.0,300.0,3,2665
2667,06-08-17,12.0,30.0,18.6,97.0,92.0,8.0,6.0,4.5,270.0,320.0,3,2667
2668,07-08-17,10.5,29.6,17.8,96.0,83.0,8.0,6.0,3.0,130.0,330.0,3,2668
2669,08-08-17,10.2,30.6,20.4,89.0,81.0,8.0,4.0,4.0,90.0,260.0,3,2669
566,16-09-03,31.8,31.3,20.2,96.5832,84.9868,6.0,0.0,0.0,157.0,225.0,3,566
567,17-09-03,36.6,29.5,20.6,98.3084,72.1988,8.0,0.0,0.0,337.0,225.0,3,567
2673,12-08-17,56.3,30.6,19.0,95.0,86.0,8.0,6.0,2.0,200.0,270.0,3,2673
547,28-08-03,5.3,30.0,21.9,98.3159,95.4815,8.0,0.0,0.0,202.0,225.0,3,547
2980,13-08-19,82.1,26.5,21.6,100.0,100.0,8.0,8.0,0.0,130.0,180.0,3,2980
2681,20-08-17,49.0,28.5,18.8,93.0,81.0,8.0,8.0,0.0,330.0,230.0,3,2681
2682,21-08-17,32.6,29.8,19.4,95.0,91.0,8.0,8.0,3.5,350.0,250.0,3,2682
2683,22-08-17,24.7,29.0,18.5,94.0,94.0,8.0,8.0,3.5,130.0,200.0,3,2683
2684,23-08-17,33.3,29.8,19.5,89.0,94.0,6.0,8.0,3.8,110.0,210.0,3,2684
2687,26-08-17,63.1,29.0,18.0,93.0,92.0,8.0,8.0,0.0,230.0,240.0,3,2687
2688,27-08-17,122.8,28.2,17.0,100.0,100.0,8.0,8.0,0.0,220.0,340.0,3,2688
2689,28-08-17,45.9,27.0,17.6,100.0,96.0,8.0,8.0,0.0,180.0,220.0,3,2689
2666,05-08-17,21.8,29.5,20.6,91.0,94.0,8.0,8.0,1.4,330.0,240.0,3,2666
2664,03-08-17,32.7,31.0,19.0,96.0,80.0,8.0,4.0,4.0,210.0,250.0,3,2664
1789,15-09-11,78.3,28.4,21.2,95.0,94.0,0.0,8.0,0.0,90.0,270.0,3,1789
559,09-09-03,30.8,30.5,21.0,96.5832,80.5466,0.0,0.0,0.0,315.0,315.0,3,559
1790,16-09-11,62.5,29.0,22.5,97.0,94.0,0.0,8.0,0.0,90.0,225.0,3,1790
228,15-08-01,29.0,29.0,23.0,98.3159,88.3015,6.0,2.0,1.0,45.0,225.0,3,228
229,16-08-01,32.0,29.0,23.0,96.689,74.7894,2.0,1.0,2.0,270.0,225.0,3,229
230,17-08-01,53.0,29.5,23.0,96.7035,98.3309,1.0,8.0,0.0,315.0,315.0,3,230
231,18-08-01,89.4,28.5,23.0,98.3007,96.6295,8.0,8.0,0.0,315.0,315.0,3,231
219,06-08-01,9.4,29.0,22.0,90.5081,86.2706,1.0,1.0,3.0,270.0,315.0,3,219
217,04-08-01,24.6,28.0,22.5,98.3084,95.0305,2.0,8.0,0.0,270.0,315.0,3,217
216,03-08-01,68.2,26.5,21.5,94.8225,93.5693,6.0,2.0,0.0,315.0,315.0,3,216
215,02-08-01,52.4,26.5,22.5,98.29299999999999,98.3084,6.0,8.0,0.0,45.0,315.0,3,215
214,01-08-01,10.4,26.5,23.0,96.6142,85.8025,6.0,4.0,0.0,270.0,270.0,3,214
213,31-07-01,4.6,29.0,23.5,96.6446,95.0741,8.0,6.0,0.0,270.0,315.0,3,213
212,30-07-01,48.6,29.0,22.0,95.0524,74.5956,2.0,1.0,1.3,315.0,315.0,3,212
1778,04-09-11,19.8,31.1,23.0,92.0,90.0,0.0,8.0,2.0,45.0,225.0,3,1778
240,27-08-01,4.0,29.0,23.0,81.9012,79.2138,2.0,2.0,4.0,45.0,315.0,3,240
1779,05-09-11,7.2,31.0,23.2,95.0,91.0,0.0,6.0,4.0,110.0,90.0,3,1779
1780,06-09-11,5.0,30.8,22.5,100.0,96.0,0.0,4.0,3.4,135.0,135.0,3,1780
1781,07-09-11,5.4,30.7,22.8,95.0,91.0,0.0,2.0,5.0,90.0,250.0,3,1781
1782,08-09-11,4.2,31.0,23.0,94.0,87.0,0.0,4.0,4.6,135.0,315.0,3,1782
1783,09-09-11,49.4,30.0,22.5,92.0,89.0,0.0,8.0,3.0,90.0,90.0,3,1783
1784,10-09-11,7.4,30.2,23.0,97.0,97.0,0.0,8.0,4.2,135.0,135.0,3,1784
545,26-08-03,12.4,30.5,21.0,95.0305,96.7035,6.0,8.0,0.0,337.0,135.0,3,545
1761,18-08-11,16.1,29.5,23.0,97.0,80.0,8.0,8.0,3.4,67.0,135.0,3,1761
221,08-08-01,22.8,29.0,23.0,96.689,87.3323,2.0,6.0,1.0,270.0,225.0,3,221
222,09-08-01,8.0,29.5,23.0,90.5081,93.7805,2.0,2.0,1.3,270.0,315.0,3,222
223,10-08-01,11.0,29.0,24.0,91.3555,85.0468,2.0,2.0,1.0,315.0,315.0,3,223
238,25-08-01,5.2,29.5,23.0,92.0262,82.4715,2.0,0.0,2.0,45.0,315.0,3,238
237,24-08-01,50.2,28.5,22.5,98.3007,87.9459,4.0,2.0,0.0,315.0,270.0,3,237
236,23-08-01,39.4,29.0,23.0,98.2772,82.4026,8.0,4.0,1.0,315.0,270.0,3,236
235,22-08-01,33.8,29.5,23.0,92.0262,74.0937,4.0,2.0,0.3,225.0,270.0,3,235
1773,30-08-11,52.8,30.0,22.8,99.0,98.0,8.0,8.0,0.0,45.0,315.0,3,1773
1774,31-08-11,60.6,29.8,22.7,97.0,96.0,0.0,8.0,0.0,90.0,180.0,3,1774
232,19-08-01,122.8,28.5,22.0,98.3382,87.8976,8.0,2.0,1.3,225.0,225.0,3,232
546,27-08-03,31.2,30.5,21.5,96.6596,98.5051,8.0,0.0,0.0,247.0,225.0,3,546
220,07-08-01,8.8,28.0,22.5,96.7179,87.5452,1.0,2.0,1.0,315.0,270.0,3,220
1793,19-09-11,16.2,30.6,23.1,94.0,89.0,0.0,8.0,4.5,135.0,292.0,3,1793
2992,25-08-19,77.0,30.2,20.5,92.0,87.0,8.0,8.0,7.8,140.0,240.0,3,2992
3002,04-09-19,33.0,27.8,22.0,98.0,98.0,8.0,8.0,0.0,180.0,280.0,3,3002
3001,03-09-19,52.0,29.3,20.6,98.0,82.0,8.0,8.0,0.0,150.0,210.0,3,3001
3000,02-09-19,74.0,29.2,21.0,98.0,92.0,8.0,8.0,1.8,170.0,100.0,3,3000
2999,01-09-19,41.0,26.5,21.6,98.0,100.0,8.0,8.0,0.0,140.0,120.0,3,2999
2982,15-08-19,58.0,27.8,21.7,100.0,96.0,8.0,8.0,0.0,100.0,200.0,3,2982
2983,16-08-19,42.8,30.4,21.3,98.0,85.0,8.0,6.0,3.8,60.0,270.0,3,2983
2984,17-08-19,76.0,30.0,21.0,97.0,82.0,8.0,8.0,2.0,100.0,220.0,3,2984
2986,19-08-19,36.6,29.8,21.4,98.0,80.0,8.0,8.0,2.0,110.0,320.0,3,2986
2987,20-08-19,6.8,30.0,22.1,98.0,78.0,8.0,8.0,4.3,70.0,280.0,3,2987
2988,21-08-19,25.0,29.2,22.5,94.0,89.0,8.0,8.0,0.4,130.0,200.0,3,2988
2989,22-08-19,31.6,29.0,22.0,100.0,82.0,8.0,8.0,1.0,90.0,230.0,3,2989
2990,23-08-19,53.6,29.8,21.6,98.0,100.0,8.0,8.0,0.2,100.0,170.0,3,2990
2991,24-08-19,68.5,26.0,21.0,98.0,99.0,8.0,8.0,0.0,150.0,180.0,3,2991
2993,26-08-19,28.0,30.5,20.7,97.0,81.0,8.0,8.0,4.7,150.0,230.0,3,2993
3018,20-09-19,9.3,27.0,21.2,98.0,73.0,8.0,8.0,8.3,110.0,310.0,3,3018
2994,27-08-19,21.7,30.0,20.0,100.0,81.0,8.0,8.0,6.3,100.0,81.0,3,2994
2996,29-08-19,25.0,31.0,22.0,98.0,72.0,8.0,5.0,6.0,160.0,260.0,3,2996
2997,30-08-19,78.7,27.5,21.2,100.0,83.0,8.0,8.0,0.2,220.0,290.0,3,2997
2998,31-08-19,32.8,28.6,22.0,98.0,95.0,8.0,8.0,0.2,110.0,220.0,3,2998
542,23-08-03,11.9,31.2,21.6,91.8522,89.3698,8.0,8.0,0.0,292.0,314.0,3,542
1735,23-07-11,36.0,30.0,23.0,98.0,94.0,8.0,8.0,2.0,135.0,225.0,3,1735
1754,11-08-11,10.8,31.0,24.0,96.0,90.0,8.0,8.0,3.4,90.0,270.0,3,1754
1756,13-08-11,10.1,30.6,23.5,97.0,94.0,8.0,8.0,4.0,315.0,225.0,3,1756
1757,14-08-11,13.4,31.0,24.0,97.0,94.0,8.0,8.0,2.0,120.0,315.0,3,1757
1758,15-08-11,42.0,31.5,24.2,98.0,95.0,8.0,8.0,3.4,67.0,135.0,3,1758
1759,16-08-11,23.3,30.0,24.0,98.0,88.0,8.0,8.0,0.0,180.0,270.0,3,1759
1760,17-08-11,46.4,30.2,23.5,98.0,82.0,8.0,8.0,2.0,45.0,45.0,3,1760
548,29-08-03,4.1,30.6,21.5,93.4855,84.803,2.0,8.0,0.0,247.0,225.0,3,548
538,19-08-03,22.4,31.5,20.5,96.5515,74.7894,6.0,2.0,0.0,45.0,225.0,3,538
541,22-08-03,88.2,31.0,21.0,96.7321,80.9334,8.0,8.0,0.0,247.0,315.0,3,541
3016,18-09-19,5.3,30.5,22.3,95.0,76.0,8.0,8.0,1.9,340.0,315.0,3,3016
3010,12-09-19,16.2,29.2,22.0,98.0,83.0,8.0,8.0,0.0,120.0,310.0,3,3010
549,30-08-03,33.2,29.5,21.4,96.6142,96.7321,0.0,8.0,0.0,292.0,315.0,3,549
3015,17-09-19,7.6,31.0,22.0,95.0,78.0,8.0,8.0,6.2,100.0,290.0,3,3015
550,31-08-03,50.6,32.2,21.4,96.5988,88.8737,8.0,0.0,0.0,225.0,225.0,3,550
551,01-09-03,4.1,30.0,21.4,96.6295,96.76,6.0,0.0,0.0,2292.0,225.0,3,551
552,02-09-03,25.2,31.0,21.4,95.0305,91.8522,4.0,8.0,0.0,225.0,315.0,3,552
553,03-09-03,9.0,31.2,21.0,96.6446,85.5613,6.0,0.0,0.0,315.0,225.0,3,553
555,05-09-03,11.7,31.4,21.0,96.6295,85.5613,4.0,0.0,0.0,247.0,135.0,3,555
556,06-09-03,145.6,30.6,20.2,98.2692,98.3455,8.0,8.0,0.0,90.0,45.0,3,556
557,07-09-03,22.8,31.2,20.2,98.3084,82.8056,8.0,0.0,0.0,315.0,225.0,3,557
558,08-09-03,25.0,31.0,21.2,98.3084,72.1988,8.0,0.0,0.0,225.0,225.0,3,558
239,26-08-01,5.0,29.5,23.0,91.8522,82.4715,8.0,0.0,1.3,315.0,315.0,3,239
1772,29-08-11,15.8,30.6,23.0,95.0,95.0,8.0,8.0,2.4,90.0,45.0,3,1772
2691,30-08-17,39.1,29.7,18.0,91.0,89.0,4.0,2.0,6.6,250.0,210.0,3,2691
554,04-09-03,6.5,31.7,20.4,96.6295,76.0998,2.0,4.0,0.0,270.0,225.0,3,554
3003,05-09-19,31.0,28.0,21.7,97.0,97.0,8.0,8.0,0.0,220.0,300.0,3,3003
3008,10-09-19,8.1,30.0,22.0,100.0,79.0,8.0,8.0,1.0,220.0,240.0,3,3008
3013,15-09-19,44.8,30.7,22.0,95.0,80.0,8.0,8.0,7.0,100.0,220.0,3,3013
3012,14-09-19,23.7,30.5,22.2,98.0,73.0,8.0,8.0,5.4,70.0,280.0,3,3012
3011,13-09-19,54.2,30.4,21.8,97.0,84.0,8.0,8.0,1.4,130.0,270.0,3,3011
3009,11-09-19,8.5,31.0,22.8,92.0,91.0,8.0,6.0,6.1,100.0,270.0,3,3009
1771,28-08-11,10.1,31.0,24.2,100.0,98.0,8.0,8.0,1.6,45.0,315.0,3,1771
3007,09-09-19,67.0,30.6,22.6,100.0,79.0,8.0,8.0,5.8,220.0,250.0,3,3007
3006,08-09-19,22.0,29.8,21.8,95.0,92.0,8.0,8.0,0.3,240.0,250.0,3,3006
3005,07-09-19,20.1,30.0,22.5,96.0,94.0,8.0,8.0,2.5,220.0,270.0,3,3005
3004,06-09-19,44.5,28.2,21.5,98.0,89.0,8.0,8.0,0.0,110.0,260.0,3,3004
3014,16-09-19,10.7,30.4,21.5,96.0,74.0,8.0,5.0,3.5,70.0,300.0,3,3014
0,01-10-2008,107.3,28.0,23.2,97.0,84.0,8.0,6.0,3.2,230.0,245.0,2,2945
0,01-10-2008,20.0,29.0,23.1,93.0,74.0,4.0,8.0,5.6,225.0,240.0,2,2946
0,01-10-2008,35.4,30.0,22.74,100.0,78.3373,2.0,8.0,0.0,315.0,247.0,2,2212
0,01-10-2008,6.4,30.0,23.8,93.0,74.0,4.0,4.0,4.9,180.0,160.0,2,2947
0,01-10-2008,15.6,34.0,24.0,91.0,83.0,6.0,5.0,7.1,45.0,150.0,2,2948
0,01-10-2008,0.0,30.4,21.6,92.0,84.0,5.0,4.0,0.5,70.0,280.0,2,2201
0,01-10-2008,51.0,31.0,22.12,92.0,92.3486,0.0,6.0,0.0,225.0,247.0,2,2216
0,01-10-2008,7.4,31.0,22.22,100.0,91.8522,6.0,8.0,0.0,270.0,270.0,2,2215
0,01-10-2008,23.0,30.0,22.64,100.0,92.1915,4.0,4.0,0.0,225.0,225.0,2,2214
0,01-10-2008,38.0,32.0,22.18,100.0,100.0,4.0,4.0,0.0,225.0,337.0,2,2213
0,01-10-2008,30.0,30.0,22.26,100.0,56.4583,2.0,4.0,0.0,135.0,135.0,2,2207
0,01-10-2008,41.0,31.0,22.246,100.0,61.9778,2.0,4.0,0.0,225.0,225.0,2,2211
0,01-10-2008,57.0,31.0,22.4,91.8522,91.8522,8.0,4.0,0.0,225.0,337.0,2,2210
0,01-10-2008,109.5,27.6,18.4,100.0,100.0,8.0,8.0,0.0,310.0,180.0,2,2209
0,01-10-2008,18.6,30.0,24.02,100.0,61.9778,8.0,6.0,0.0,315.0,292.0,2,2208
0,01-10-2008,0.0,29.4,20.5,92.0,94.0,4.0,6.0,2.2,120.0,250.0,2,2202
0,01-10-2008,1.2,32.0,20.0,89.0,72.0,6.0,5.0,8.5,290.0,270.0,2,2206
0,01-10-2008,11.8,26.8,15.0,96.0,97.0,8.0,8.0,0.0,190.0,300.0,2,2205
0,01-10-2008,1.7,31.0,21.0,89.0,84.0,6.0,8.0,2.6,250.0,280.0,2,2204
0,01-10-2008,1.5,27.8,23.2,89.0,78.0,4.0,4.0,6.2,235.0,235.0,2,2943
0,01-10-2008,1.9,30.0,20.5,89.0,92.0,8.0,8.0,3.7,250.0,230.0,2,2203
0,01-10-2008,27.5,28.8,24.1,92.0,81.0,4.0,6.0,4.0,220.0,230.0,2,2944
0,01-10-2008,12.7,30.2,24.6,92.0,78.0,6.0,4.0,7.0,240.0,260.0,2,2930
0,01-10-2008,4.1,29.0,24.1,90.0,75.0,0.0,4.0,8.3,225.0,235.0,2,2942
0,01-10-2008,0.0,30.6,24.4,90.0,76.0,2.0,0.0,8.9,235.0,250.0,2,2929
0,01-10-2008,5.0,29.0,23.0,92.0,81.0,4.0,2.0,0.0,40.0,40.0,2,2922
0,01-10-2008,41.2,28.2,22.0,92.0,81.0,7.0,6.0,0.0,30.0,40.0,2,2921
0,01-10-2008,12.0,29.6,21.4,94.0,93.0,6.0,6.0,2.0,150.0,200.0,2,2199
0,01-10-2008,15.6,27.8,24.2,92.0,80.0,6.0,6.0,6.8,215.0,230.0,2,2923
0,01-10-2008,0.6,27.6,23.4,90.0,82.0,4.0,2.0,8.2,230.0,240.0,2,2924
0,01-10-2008,1.8,30.2,24.6,91.0,82.0,4.0,2.0,7.8,220.0,245.0,2,2925
0,01-10-2008,6.2,32.2,24.5,89.0,80.0,4.0,6.0,6.1,235.0,250.0,2,2926
0,01-10-2008,0.0,28.6,23.0,90.0,79.0,2.0,0.0,8.9,240.0,260.0,2,2927
0,01-10-2008,0.0,30.5,24.0,90.0,79.0,4.0,2.0,6.1,225.0,245.0,2,2928
0,01-10-2008,26.0,30.3,24.6,92.0,86.0,4.0,7.0,3.2,210.0,240.0,2,2931
0,01-10-2008,4.4,28.0,23.8,90.0,77.0,3.0,2.0,8.4,215.0,225.0,2,2941
0,01-10-2008,12.9,29.5,24.2,94.0,82.0,5.0,1.0,7.4,215.0,250.0,2,2932
0,01-10-2008,8.6,30.2,23.0,89.0,79.0,4.0,2.0,7.3,230.0,240.0,2,2933
0,01-10-2008,2.0,30.0,24.2,88.0,79.0,6.0,2.0,9.1,215.0,230.0,2,2934
0,01-10-2008,0.0,32.8,23.6,92.0,81.0,4.0,2.0,8.9,230.0,245.0,2,2935
0,01-10-2008,2.4,31.5,23.9,91.0,82.0,4.0,2.0,7.2,225.0,230.0,2,2936
0,01-10-2008,53.5,26.4,22.6,94.0,85.0,8.0,4.0,5.6,220.0,230.0,2,2937
0,01-10-2008,0.4,27.8,22.9,90.0,81.0,4.0,1.0,7.5,240.0,230.0,2,2938
0,01-10-2008,0.0,30.0,24.2,89.0,79.0,2.0,0.0,8.1,225.0,230.0,2,2939
0,01-10-2008,5.2,28.0,23.4,90.0,79.0,2.0,4.0,8.0,230.0,240.0,2,2940
0,01-10-2008,0.0,31.2,20.8,91.0,89.0,5.0,4.0,6.0,110.0,270.0,2,2200
0,01-10-2008,0.0,32.2,23.0,95.0524,92.3486,2.0,0.0,0.0,292.5,315.0,2,2169
0,01-10-2008,13.4,29.0,19.4,92.0,91.0,6.0,8.0,2.8,130.0,240.0,2,2198
0,01-10-2008,15.6,31.0,20.8,98.3084,92.1915,4.0,6.0,0.0,112.0,270.0,2,2163
0,01-10-2008,91.6,29.4,22.5,98.3527,98.3455,6.0,6.0,0.0,292.5,225.0,2,2173
0,01-10-2008,65.0,30.7,21.8,91.7799,98.29299999999999,8.0,8.0,0.0,247.0,225.0,2,2172
0,01-10-2008,11.0,30.5,22.5,94.9174,87.9459,4.0,0.0,0.0,315.0,315.0,2,2171
0,01-10-2008,0.0,30.7,22.77,90.302,56.4583,3.0,0.0,0.0,292.0,315.0,2,2170
0,01-10-2008,18.6,31.2,21.3,98.3007,76.0998,4.0,0.0,8.0,202.5,315.0,2,2168
0,01-10-2008,10.0,30.5,22.0705,90.1731,56.4583,3.0,5.0,0.0,225.0,315.0,2,2167
0,01-10-2008,2.5,31.0,21.2,90.2165,56.4583,4.0,2.0,0.0,225.0,225.0,2,2166
0,01-10-2008,12.4,29.7,21.81,95.1585,59.7444,2.0,6.0,0.0,247.0,315.0,2,2165
0,01-10-2008,5.1,30.6,20.4,94.9634,92.1915,3.0,2.0,0.0,202.0,315.0,2,2164
0,01-10-2008,16.0,31.0,21.0,98.2692,52.7918,2.0,4.0,0.0,315.0,315.0,2,2162
0,01-10-2008,89.6,27.0,21.26,100.0,84.9868,8.0,8.0,0.0,180.0,337.0,2,2197
0,01-10-2008,12.0,31.0,19.9,95.0305,78.3373,2.0,2.0,0.0,225.0,315.0,2,2161
0,01-10-2008,3.3,30.5,21.36,94.9174,58.6405,3.0,2.0,0.0,315.0,225.0,2,2160
0,01-10-2008,8.2,31.0,21.79,98.3007,61.9778,2.0,4.0,0.0,315.0,315.0,2,2159
0,01-10-2008,17.2,31.0,21.14,98.3455,59.0703,4.0,6.0,0.0,337.0,225.0,2,2158
0,01-10-2008,0.0,30.2,21.8,94.9634,86.5976,2.0,2.0,0.0,315.0,315.0,2,2157
0,01-10-2008,7.7,30.0,22.7,92.1915,78.7511,2.0,2.0,0.0,292.0,315.0,2,2156
0,01-10-2008,31.0,31.0,21.45,98.2851,87.7994,6.0,8.0,0.0,157.0,315.0,2,2155
0,01-10-2008,15.0,31.0,19.89,95.1377,92.0933,2.0,2.0,0.0,225.0,135.0,2,2154
0,01-10-2008,55.0,27.0,21.0,91.0,82.0,5.0,8.0,0.0,35.0,25.0,2,2919
0,01-10-2008,34.3,36.9,21.0,98.2692,78.3373,8.0,4.0,0.0,247.5,225.0,2,2174
0,01-10-2008,32.0,30.0,22.0,98.3527,80.9334,4.0,2.0,0.0,225.0,225.0,2,2175
0,01-10-2008,9.0,30.0,22.2,96.6295,98.4142,4.0,2.0,0.0,22.5,315.0,2,2176
0,01-10-2008,44.0,30.0,21.0,98.2772,95.2789,4.0,2.0,0.0,315.0,225.0,2,2177
0,01-10-2008,6.0,31.0,22.04,91.8522,78.3373,4.0,4.0,0.0,225.0,337.0,2,2196
0,01-10-2008,0.0,31.5,20.65,91.7799,74.5956,4.0,2.0,0.0,225.0,315.0,2,2195
0,01-10-2008,0.0,29.5,21.05,96.6295,56.4583,2.0,2.0,0.0,225.0,315.0,2,2194
0,01-10-2008,0.0,30.0,21.5,91.6687,77.0701,0.0,0.0,10.3,45.0,45.0,2,2193
0,01-10-2008,0.0,30.5,21.6,93.4282,70.4656,0.0,0.0,10.2,315.0,315.0,2,2192
0,01-10-2008,0.0,30.1,22.0,96.7035,71.6555,0.0,0.0,10.2,315.0,315.0,2,2191
0,01-10-2008,0.0,30.2,22.9,95.1167,75.6338,0.0,0.0,9.4,292.5,315.0,2,2190
0,01-10-2008,0.0,30.0,23.0,93.5966,78.58800000000001,0.0,0.0,0.0,315.0,315.0,2,2189
0,01-10-2008,14.4,29.9,22.0,95.0955,82.4715,0.0,0.0,0.0,315.0,315.0,2,2188
0,01-10-2008,7.0,30.5,22.5,93.45700000000001,87.7496,0.0,2.0,0.0,22.5,315.0,2,2187
0,01-10-2008,18.4,30.5,22.0,98.3084,76.0998,4.0,0.0,0.0,270.0,315.0,2,2186
0,01-10-2008,5.8,30.8,23.1,96.7035,72.5121,0.0,0.0,0.0,292.5,315.0,2,2185
0,01-10-2008,2.6,31.0,22.0,96.7461,78.3373,2.0,0.0,0.0,315.0,315.0,2,2184
0,01-10-2008,0.0,31.0,21.5,91.6687,83.6139,0.0,0.0,10.2,292.5,315.0,2,2183
0,01-10-2008,21.2,31.0,22.5,96.7035,89.4542,2.0,0.0,0.0,292.5,315.0,2,2182
0,01-10-2008,8.0,30.6,22.7,93.45700000000001,78.7511,4.0,0.0,0.0,292.5,225.0,2,2181
0,01-10-2008,64.0,29.5,21.5,91.6308,98.3598,8.0,2.0,0.0,270.0,315.0,2,2180
0,01-10-2008,42.0,30.0,21.0,98.2279,98.446,6.0,0.0,0.0,225.0,225.0,2,2179
0,01-10-2008,16.0,30.0,21.5,88.3175,77.9912,6.0,2.0,0.0,225.0,225.0,2,2178
0,01-10-2008,71.8,27.5,22.8,92.0,82.0,8.0,7.0,0.0,20.0,25.0,2,2920
0,01-10-2008,51.0,31.0,22.0,100.0,84.9868,8.0,8.0,0.0,292.0,337.0,2,2218
0,01-10-2008,144.2,30.0,20.0,100.0,97.0,6.0,6.0,0.0,110.0,225.0,2,2918
0,01-10-2008,11.3,27.6,15.4,94.0,95.0,8.0,8.0,0.1,200.0,230.0,2,2859
0,01-10-2008,0.0,32.0,21.6,89.0,88.0,2.0,8.0,4.0,130.0,310.0,2,2850
0,01-10-2008,0.0,31.8,21.0,89.0,89.0,2.0,8.0,4.0,300.0,270.0,2,2851
0,01-10-2008,0.0,31.4,21.4,89.0,82.0,4.0,2.0,2.8,340.0,290.0,2,2852
0,01-10-2008,0.0,32.4,19.8,91.0,79.0,6.0,4.0,3.8,50.0,300.0,2,2853
0,01-10-2008,0.0,32.0,19.5,89.0,83.0,2.0,3.0,6.0,80.0,250.0,2,2854
0,01-10-2008,0.0,31.8,20.5,91.0,82.0,4.0,4.0,4.0,320.0,300.0,2,2855
0,01-10-2008,0.6,31.0,19.8,90.0,82.0,3.0,2.0,9.6,290.0,260.0,2,2856
0,01-10-2008,10.7,24.7,24.1,94.0,95.0,8.0,8.0,0.0,250.0,310.0,2,2857
0,01-10-2008,80.3,32.0,25.0,98.0,97.0,8.0,6.0,0.0,270.0,270.0,2,2858
0,01-10-2008,4.2,28.0,18.0,100.0,100.0,2.0,2.0,0.0,220.0,225.0,2,2860
0,01-10-2008,0.0,30.0,24.0,97.0,89.0,2.0,2.0,8.0,180.0,270.0,2,2871
0,01-10-2008,16.8,29.0,20.0,100.0,98.0,4.0,4.0,0.0,250.0,225.0,2,2861
0,01-10-2008,6.2,30.0,20.0,98.0,95.0,8.0,8.0,0.0,70.0,180.0,2,2862
0,01-10-2008,0.2,32.0,23.0,100.0,97.0,6.0,6.0,0.0,45.0,135.0,2,2863
0,01-10-2008,0.0,29.0,23.0,97.0,94.0,2.0,2.0,0.0,80.0,225.0,2,2864
0,01-10-2008,0.0,30.0,24.0,95.0,92.0,0.0,0.0,4.5,40.0,135.0,2,2865
0,01-10-2008,1.7,30.0,23.0,98.0,91.0,0.0,0.0,0.0,31.0,270.0,2,2866
0,01-10-2008,125.2,30.0,23.0,97.0,90.0,0.0,0.0,5.4,90.0,135.0,2,2867
0,01-10-2008,128.0,31.0,23.0,97.0,94.0,6.0,6.0,5.6,67.0,45.0,2,2868
0,01-10-2008,2.0,30.0,21.0,97.0,96.0,8.0,8.0,5.0,270.0,270.0,2,2869
0,01-10-2008,0.7,30.6,21.0,93.0,91.0,3.0,8.0,6.6,110.0,230.0,2,2849
0,01-10-2008,0.0,31.5,22.0,82.0,88.0,2.0,8.0,3.0,160.0,200.0,2,2848
0,01-10-2008,35.0,30.6,17.5,92.0,84.0,8.0,4.0,8.0,230.0,290.0,2,2847
0,01-10-2008,4.8,30.0,19.8,94.0,91.0,8.0,8.0,0.2,110.0,250.0,2,2846
0,01-10-2008,16.8,29.6,20.85,95.1377,84.6773,2.0,4.0,0.0,247.0,225.0,2,2152
0,01-10-2008,33.2,30.0,22.04,100.0,85.5613,2.0,4.0,0.0,225.0,247.0,2,2828
0,01-10-2008,51.0,31.0,22.0,100.0,84.9868,8.0,8.0,0.0,292.0,337.0,2,2829
0,01-10-2008,3.0,31.0,21.82,91.8522,85.2811,6.0,2.0,0.0,315.0,337.0,2,2830
0,01-10-2008,54.9,30.0,19.0,93.0,94.0,8.0,8.0,3.5,330.0,220.0,2,2831
0,01-10-2008,3.5,29.5,20.2,91.0,95.0,8.0,8.0,0.6,70.0,240.0,2,2832
0,01-10-2008,13.0,30.0,21.26,100.0,81.2211,2.0,4.0,0.0,315.0,315.0,2,2833
0,01-10-2008,15.7,29.5,17.4,96.0,78.0,8.0,4.0,2.0,330.0,260.0,2,2834
0,01-10-2008,8.5,30.0,20.7,90.427,71.6555,5.0,0.0,0.0,315.0,315.0,2,2835
0,01-10-2008,0.0,30.5,21.51,91.9229,61.2949,4.0,2.0,0.0,315.0,315.0,2,2836
0,01-10-2008,0.0,31.0,21.53,93.5966,59.0703,6.0,1.0,0.0,315.0,315.0,2,2837
0,01-10-2008,94.0,28.0,18.5,97.0,78.0,5.0,4.0,5.5,100.0,200.0,2,2838
0,01-10-2008,12.4,30.4,18.6,92.0,80.0,8.0,6.0,4.2,130.0,200.0,2,2839
0,01-10-2008,14.0,30.0,19.2,94.0,89.0,6.0,8.0,0.0,90.0,240.0,2,2840
0,01-10-2008,0.4,28.0,20.0,90.0,89.0,8.0,8.0,1.5,180.0,210.0,2,2841
0,01-10-2008,15.4,29.8,19.4,95.0,92.0,8.0,8.0,0.5,60.0,340.0,2,2842
0,01-10-2008,20.0,28.0,19.0,95.0,92.0,8.0,8.0,0.0,120.0,200.0,2,2843
0,01-10-2008,3.0,31.0,18.6,93.0,70.0,6.0,2.0,8.6,120.0,270.0,2,2844
