,Date,RF,MaxT,MinT,RH-I,RH-II,C1,C2,SS,WD1,WD2,Disease,Index,,,,,
0,01-10-08,13.7343178,30.34176016,21.29353971,95.05013334,89.95331851,6.191228856,6.966985958,5.037014048,382.3754197,250.5452376,3,4048,,,,,
0,01-10-08,62.1569058,31.31118189,22.95662988,96.88641402,82.96700719,3.595238931,1.135783029,1.987583395,293.5696544,294.1973873,3,4047,,,,,
0,01-10-08,36.4976069,27.90866419,20.79407035,98.05172677,80.59189285,6.41985226,2.767126346,5.238928769,184.7352979,175.2484545,3,4046,,,,,
0,01-10-08,9.681479602,31.57090479,22.87757706,93.57076634,96.67592245,4.38835631,6.475605384,3.018419889,54.6030507,255.4143373,3,4061,,,,,
0,01-10-08,41.16628575,29.46507847,23.63108669,96.39639777,96.32132708,7.542720446,4.599971712,1.750204682,296.3467666,156.582402,3,4062,,,,,
0,01-10-08,68.20687613,32.58764647,20.69994025,99.69955384,91.72924615,6.296474167,6.681082509,0.567617209,185.8625695,290.2403687,3,4063,,,,,
0,01-10-08,18.52148814,31.78964406,20.42648926,98.57515208,84.36698688,4.068138152,5.410141743,5.762928413,451.6728035,260.6332378,3,4064,,,,,
0,01-10-08,19.37051768,29.07267646,19.8326801,96.17070984,86.3640289,2.806739443,3.214615781,5.849542109,236.8503962,225.1379309,3,4080,,,,,
0,01-10-08,47.95835474,28.67864539,19.93520205,94.76072294,93.73139353,7.918079046,3.662444803,4.365117982,436.245512,129.1250331,3,4079,,,,,
0,01-10-08,61.21977459,28.19679281,18.69722481,94.08884597,97.93362649,3.417989359,6.288850082,1.802985927,513.7032834,46.97667461,3,4078,,,,,
0,01-10-08,32.31613286,29.64579166,22.81255261,99.91020465,95.40666995,6.007338953,4.659606041,5.284561136,398.1247318,301.427807,3,4077,,,,,
0,01-10-08,53.63659935,29.02898668,21.40863827,94.96152661,93.60866532,2.877512437,4.283055817,0.399065855,182.4085133,118.9743486,3,4076,,,,,
0,01-10-08,48.94915799,27.7085386,21.33800041,97.52891079,99.80143141,4.651747227,4.529157141,4.27794843,149.3987359,299.9903657,3,4075,,,,,
0,01-10-08,33.68644289,27.1403206,19.2754358,99.12608142,76.39984345,6.399322271,3.860003765,2.307496064,191.4873454,199.0350146,3,4074,,,,,
0,01-10-08,36.42764561,29.61406651,23.08406007,96.44383397,93.9796864,7.964840211,4.063099502,1.39736705,477.2118764,289.2768916,3,4082,,,,,
0,01-10-08,7.702241276,29.33809153,19.61927236,98.44802112,92.74273528,4.157418371,6.712952391,2.000381043,31.4624079,243.675568,3,3819,,,,,
0,01-10-08,28.4189649,30.37257061,23.80351819,95.79046739,76.00737439,6.020940508,3.606904092,2.705110873,437.5035554,208.5193535,3,3820,,,,,
0,01-10-08,65.95399861,30.24333751,20.25201716,98.67021537,83.68176458,5.635709085,4.25574426,1.888919213,226.8452968,143.3375933,3,3821,,,,,
1927,31-08-12,22,28,19,100,99,4,4,0,45,180,3,1927,,,,,
1786,12-09-11,18.9,31,23.5,100,98,0,8,5,135,315,3,1786,,,,,
1776,02-09-11,99.4,29.8,22.6,98,96,0,8,0,135,247,3,1776,,,,,
1775,01-09-11,48,29.6,22.4,100,94,0,8,0,45,292,3,1775,,,,,
226,13-08-01,15.8,29,23.5,95.1167,87.5971,4,4,0.3,225,225,3,226,,,,,
227,14-08-01,10.4,29.5,23,87.5971,76.0998,4,6,0.3,225,225,3,227,,,,,
2671,10-08-17,33,30.5,19.8,95,82,8,4,4.1,160,230,3,2671,,,,,
1762,19-08-11,26,29.8,22.5,96,97,8,8,0,45,135,3,1762,,,,,
2844,30-08-18,25,28.6,21,98,94,8,8,0.1,250,310,3,2844,,,,,
1764,21-08-11,31.4,30.2,23.5,99,95,8,6,3.6,90,240,3,1764,,,,,
2069,20-08-13,5.4,29,23,92,81,4,2,6,40,40,3,2069,,,,,
2526,18-08-16,31.9,28.3,15,97,90,8,7,0.1,290,240,3,2526,,,,,
2843,29-08-18,23.4,29.2,21.6,94,86,8,8,5,150,280,3,2843,,,,,
2831,17-08-18,16.3,28.4,21.6,94,90,8,6,0.1,240,250,3,2831,,,,,
2830,16-08-18,52.5,28.2,22,100,91,8,8,0.3,250,230,3,2830,,,,,
2518,10-08-16,11.5,29.7,17,91,89,4,4,5.2,270,250,3,2518,,,,,
2519,11-08-16,14,30,15.5,96,91,8,5,6.5,80,290,3,2519,,,,,
2520,12-08-16,36.2,28.5,15.2,97,90,8,7,3.5,110,280,3,2520,,,,,
2522,14-08-16,24.2,28,15.5,94,91,6,7,6,230,270,3,2522,,,,,
2523,15-08-16,10.5,27.1,15,93,95,7,8,4,120,290,3,2523,,,,,
2524,16-08-16,32,28.1,15.2,94,88,8,7,1.2,310,250,3,2524,,,,,
1787,13-09-11,24,33,22.8,99,97,0,8,0,135,90,3,1787,,,,,
1788,14-09-11,64.2,29.2,20.4,95,91,0,8,0,180,315,3,1788,,,,,
2665,04-08-17,82.9,28.6,18,100,97,8,8,0,310,300,3,2665,,,,,
2667,06-08-17,12,30,18.6,97,92,8,6,4.5,270,320,3,2667,,,,,
1790,16-09-11,62.5,29,22.5,97,94,0,8,0,90,225,3,1790,,,,,
559,09-09-03,30.8,30.5,21,96.5832,80.5466,0,0,0,315,315,3,559,,,,,
1789,15-09-11,78.3,28.4,21.2,95,94,0,8,0,90,270,3,1789,,,,,
2664,03-08-17,32.7,31,19,96,80,8,4,4,210,250,3,2664,,,,,
2666,05-08-17,21.8,29.5,20.6,91,94,8,8,1.4,330,240,3,2666,,,,,
2689,28-08-17,45.9,27,17.6,100,96,8,8,0,180,220,3,2689,,,,,
2688,27-08-17,122.8,28.2,17,100,100,8,8,0,220,340,3,2688,,,,,
2687,26-08-17,63.1,29,18,93,92,8,8,0,230,240,3,2687,,,,,
2684,23-08-17,33.3,29.8,19.5,89,94,6,8,3.8,110,210,3,2684,,,,,
2683,22-08-17,24.7,29,18.5,94,94,8,8,3.5,130,200,3,2683,,,,,
2682,21-08-17,32.6,29.8,19.4,95,91,8,8,3.5,350,250,3,2682,,,,,
2681,20-08-17,49,28.5,18.8,93,81,8,8,0,330,230,3,2681,,,,,
2980,13-08-19,82.1,26.5,21.6,100,100,8,8,0,130,180,3,2980,,,,,
547,28-08-03,5.3,30,21.9,98.3159,95.4815,8,0,0,202,225,3,547,,,,,
2673,12-08-17,56.3,30.6,19,95,86,8,6,2,200,270,3,2673,,,,,
567,17-09-03,36.6,29.5,20.6,98.3084,72.1988,8,0,0,337,225,3,567,,,,,
566,16-09-03,31.8,31.3,20.2,96.5832,84.9868,6,0,0,157,225,3,566,,,,,
2669,08-08-17,10.2,30.6,20.4,89,81,8,4,4,90,260,3,2669,,,,,
2668,07-08-17,10.5,29.6,17.8,96,83,8,6,3,130,330,3,2668,,,,,
2525,17-08-16,6.6,29.1,16.9,90,96,6,6,3,240,300,3,2525,,,,,
2527,19-08-16,37.8,29.5,15.1,97,86,8,5,7.5,120,310,3,2527,,,,,
229,16-08-01,32,29,23,96.689,74.7894,2,1,2,270,225,3,229,,,,,
1914,18-08-12,9.6,30,23,97,93,4,4,0,130,45,3,1914,,,,,
2371,16-08-15,25.6,27.9,22.3,98,77,7,2,5.4,160,210,3,2371,,,,,
1938,11-09-12,14.7,30,24,97,88,4,4,0,45,270,3,1938,,,,,
2369,14-08-15,17.8,27.5,22.8,88,77,6,6,2.4,210,210,3,2369,,,,,
1937,10-09-12,11,30,23,98,90,2,2,0,135,315,3,1937,,,,,
1924,28-08-12,97.3,29,19,100,100,4,4,0,60,225,3,1924,,,,,
1935,08-09-12,15.3,32,23,98,90,8,8,2,315,225,3,1935,,,,,
1921,25-08-12,154.2,30,23,98,96,8,8,5.4,120,315,3,1921,,,,,
1920,24-08-12,72,30,23,95,90,8,8,6.1,80,135,3,1920,,,,,
2662,01-08-17,21.5,31.5,19.6,94,79,8,2,6.4,310,340,3,2662,,,,,
1913,17-08-12,21.5,29,24,98,97,4,4,5,210,225,3,1913,,,,,
3130,10-08-20,126,25.8,20.6,100,100,8,8,0,230,180,3,3130,,,,,
1922,26-08-12,48.4,30,21,100,99,8,8,0,135,225,3,1922,,,,,
1923,27-08-12,42.4,29,20,100,100,2,2,0,50,180,3,1923,,,,,
1925,29-08-12,89,29,19,100,100,6,6,0,45,315,3,1925,,,,,
1936,09-09-12,21.2,31,24,95,90,6,6,0,270,225,3,1936,,,,,
1926,30-08-12,14.4,28,19,100,100,2,2,0,210,180,3,1926,,,,,
1928,01-09-12,19.2,29,19,100,98,6,6,0,70,45,3,1928,,,,,
1929,02-09-12,7,28,20,100,100,8,8,0,270,135,3,1929,,,,,
1930,03-09-12,5.5,29,20,99,98,8,5,5,135,315,3,1930,,,,,
1931,04-09-12,24.2,30,20,98,97,8,4,5,315,270,3,1931,,,,,
2370,15-08-15,9.4,27.1,23.8,98,81,8,3,2.5,120,240,3,2370,,,,,
1910,14-08-12,78.4,32,21,97,93,8,8,0.9,50,225,3,1910,,,,,
2368,13-08-15,21.2,27.8,23.5,97,78,8,4,6.5,300,180,3,2368,,,,,
1941,14-09-12,11.8,30,24,98,90,6,5,7,225,135,3,1941,,,,,
3131,11-08-20,63.5,30,21.5,98,91,8,8,1.9,60,250,3,3131,,,,,
3132,12-08-20,62.6,29.8,22.4,97,84,8,7,2.3,130,260,3,3132,,,,,
3133,13-08-20,18,30.2,22.8,98,80,6,7,1.1,160,230,3,3133,,,,,
3134,14-08-20,9,30.5,22.5,96,77,6,6,3.8,150,230,3,3134,,,,,
3137,17-08-20,50,29.6,22.4,96,83,8,6,0,250,260,3,3137,,,,,
3138,18-08-20,17,30,22.7,97,74,6,4,1.9,135,240,3,3138,,,,,
3139,19-08-20,47.9,30.6,23,94,75,5,6,3.3,60,280,3,3139,,,,,
3140,20-08-20,9.5,29.5,22.6,96,83,8,6,0.3,315,250,3,3140,,,,,
3141,21-08-20,43.1,29.8,22.8,97,83,8,5,0.8,120,230,3,3141,,,,,
3142,22-08-20,28,30.5,23.4,96,85,7,8,1.1,45,240,3,3142,,,,,
3143,23-08-20,47,30.8,23,97,89,8,6,5.3,30,210,3,3143,,,,,
3144,24-08-20,26.5,29.5,23.5,97,83,4,5,3.8,100,270,3,3144,,,,,
1934,07-09-12,54,31,22,98,94,8,8,2,45,135,3,1934,,,,,
2532,24-08-16,33.7,30.1,16.1,95,85,5,6,6.3,140,240,3,2532,,,,,
2367,12-08-15,27.6,27.2,23.2,98,79,7,6,0.5,210,210,3,2367,,,,,
2366,11-08-15,32.5,27,23.2,98,80,6,6,3.5,120,240,3,2366,,,,,
2846,01-09-18,4.2,30,23,91,81,8,6,8.3,240,250,3,2846,,,,,
1939,12-09-12,14.8,31,23,97,95,2,0,5,135,135,3,1939,,,,,
1940,13-09-12,4.6,31,24,96,92,4,2,7,315,160,3,1940,,,,,
228,15-08-01,29,29,23,98.3159,88.3015,6,2,1,45,225,3,228,,,,,
230,17-08-01,53,29.5,23,96.7035,98.3309,1,8,0,315,315,3,230,,,,,
0,01-10-08,28.39089027,28.67387519,21.86602297,95.59009425,87.72415174,6.712278795,4.053147865,0.205797862,112.9495633,111.0963676,3,3822,,,,,
1760,17-08-11,46.4,30.2,23.5,98,82,8,8,2,45,45,3,1760,,,,,
551,01-09-03,4.1,30,21.4,96.6295,96.76,6,0,0,2292,225,3,551,,,,,
550,31-08-03,50.6,32.2,21.4,96.5988,88.8737,8,0,0,225,225,3,550,,,,,
3015,17-09-19,7.6,31,22,95,78,8,8,6.2,100,290,3,3015,,,,,
549,30-08-03,33.2,29.5,21.4,96.6142,96.7321,0,8,0,292,315,3,549,,,,,
3010,12-09-19,16.2,29.2,22,98,83,8,8,0,120,310,3,3010,,,,,
3016,18-09-19,5.3,30.5,22.3,95,76,8,8,1.9,340,315,3,3016,,,,,
541,22-08-03,88.2,31,21,96.7321,80.9334,8,8,0,247,315,3,541,,,,,
538,19-08-03,22.4,31.5,20.5,96.5515,74.7894,6,2,0,45,225,3,538,,,,,
548,29-08-03,4.1,30.6,21.5,93.4855,84.803,2,8,0,247,225,3,548,,,,,
1759,16-08-11,23.3,30,24,98,88,8,8,0,180,270,3,1759,,,,,
3018,20-09-19,9.3,27,21.2,98,73,8,8,8.3,110,310,3,3018,,,,,
1758,15-08-11,42,31.5,24.2,98,95,8,8,3.4,67,135,3,1758,,,,,
1757,14-08-11,13.4,31,24,97,94,8,8,2,120,315,3,1757,,,,,
1756,13-08-11,10.1,30.6,23.5,97,94,8,8,4,315,225,3,1756,,,,,
1754,11-08-11,10.8,31,24,96,90,8,8,3.4,90,270,3,1754,,,,,
1735,23-07-11,36,30,23,98,94,8,8,2,135,225,3,1735,,,,,
542,23-08-03,11.9,31.2,21.6,91.8522,89.3698,8,8,0,292,314,3,542,,,,,
2998,31-08-19,32.8,28.6,22,98,95,8,8,0.2,110,220,3,2998,,,,,
2997,30-08-19,78.7,27.5,21.2,100,83,8,8,0.2,220,290,3,2997,,,,,
2996,29-08-19,25,31,22,98,72,8,5,6,160,260,3,2996,,,,,
552,02-09-03,25.2,31,21.4,95.0305,91.8522,4,8,0,225,315,3,552,,,,,
553,03-09-03,9,31.2,21,96.6446,85.5613,6,0,0,315,225,3,553,,,,,
555,05-09-03,11.7,31.4,21,96.6295,85.5613,4,0,0,247,135,3,555,,,,,
556,06-09-03,145.6,30.6,20.2,98.2692,98.3455,8,8,0,90,45,3,556,,,,,
0,01-10-08,67.36956724,28.67903959,21.03899148,99.42317118,81.92612493,7.087572065,5.382940833,2.60453713,358.2437056,181.0103693,3,3368,,,,,
3014,16-09-19,10.7,30.4,21.5,96,74,8,5,3.5,70,300,3,3014,,,,,
3004,06-09-19,44.5,28.2,21.5,98,89,8,8,0,110,260,3,3004,,,,,
3005,07-09-19,20.1,30,22.5,96,94,8,8,2.5,220,270,3,3005,,,,,
3006,08-09-19,22,29.8,21.8,95,92,8,8,0.3,240,250,3,3006,,,,,
3007,09-09-19,67,30.6,22.6,100,79,8,8,5.8,220,250,3,3007,,,,,
1771,28-08-11,10.1,31,24.2,100,98,8,8,1.6,45,315,3,1771,,,,,
3009,11-09-19,8.5,31,22.8,92,91,8,6,6.1,100,270,3,3009,,,,,
3011,13-09-19,54.2,30.4,21.8,97,84,8,8,1.4,130,270,3,3011,,,,,
3012,14-09-19,23.7,30.5,22.2,98,73,8,8,5.4,70,280,3,3012,,,,,
3013,15-09-19,44.8,30.7,22,95,80,8,8,7,100,220,3,3013,,,,,
3008,10-09-19,8.1,30,22,100,79,8,8,1,220,240,3,3008,,,,,
3003,05-09-19,31,28,21.7,97,97,8,8,0,220,300,3,3003,,,,,
554,04-09-03,6.5,31.7,20.4,96.6295,76.0998,2,4,0,270,225,3,554,,,,,
2691,30-08-17,39.1,29.7,18,91,89,4,2,6.6,250,210,3,2691,,,,,
1772,29-08-11,15.8,30.6,23,95,95,8,8,2.4,90,45,3,1772,,,,,
239,26-08-01,5,29.5,23,91.8522,82.4715,8,0,1.3,315,315,3,239,,,,,
558,08-09-03,25,31,21.2,98.3084,72.1988,8,0,0,225,225,3,558,,,,,
557,07-09-03,22.8,31.2,20.2,98.3084,82.8056,8,0,0,315,225,3,557,,,,,
2994,27-08-19,21.7,30,20,100,81,8,8,6.3,100,81,3,2994,,,,,
2993,26-08-19,28,30.5,20.7,97,81,8,8,4.7,150,230,3,2993,,,,,
231,18-08-01,89.4,28.5,23,98.3007,96.6295,8,8,0,315,315,3,231,,,,,
1780,06-09-11,5,30.8,22.5,100,96,0,4,3.4,135,135,3,1780,,,,,
223,10-08-01,11,29,24,91.3555,85.0468,2,2,1,315,315,3,223,,,,,
222,09-08-01,8,29.5,23,90.5081,93.7805,2,2,1.3,270,315,3,222,,,,,
221,08-08-01,22.8,29,23,96.689,87.3323,2,6,1,270,225,3,221,,,,,
1761,18-08-11,16.1,29.5,23,97,80,8,8,3.4,67,135,3,1761,,,,,
545,26-08-03,12.4,30.5,21,95.0305,96.7035,6,8,0,337,135,3,545,,,,,
1784,10-09-11,7.4,30.2,23,97,97,0,8,4.2,135,135,3,1784,,,,,
1783,09-09-11,49.4,30,22.5,92,89,0,8,3,90,90,3,1783,,,,,
1782,08-09-11,4.2,31,23,94,87,0,4,4.6,135,315,3,1782,,,,,
1781,07-09-11,5.4,30.7,22.8,95,91,0,2,5,90,250,3,1781,,,,,
1779,05-09-11,7.2,31,23.2,95,91,0,6,4,110,90,3,1779,,,,,
2991,24-08-19,68.5,26,21,98,99,8,8,0,150,180,3,2991,,,,,
240,27-08-01,4,29,23,81.9012,79.2138,2,2,4,45,315,3,240,,,,,
1778,04-09-11,19.8,31.1,23,92,90,0,8,2,45,225,3,1778,,,,,
212,30-07-01,48.6,29,22,95.0524,74.5956,2,1,1.3,315,315,3,212,,,,,
213,31-07-01,4.6,29,23.5,96.6446,95.0741,8,6,0,270,315,3,213,,,,,
214,01-08-01,10.4,26.5,23,96.6142,85.8025,6,4,0,270,270,3,214,,,,,
215,02-08-01,52.4,26.5,22.5,98.293,98.3084,6,8,0,45,315,3,215,,,,,
216,03-08-01,68.2,26.5,21.5,94.8225,93.5693,6,2,0,315,315,3,216,,,,,
217,04-08-01,24.6,28,22.5,98.3084,95.0305,2,8,0,270,315,3,217,,,,,
219,06-08-01,9.4,29,22,90.5081,86.2706,1,1,3,270,315,3,219,,,,,
238,25-08-01,5.2,29.5,23,92.0262,82.4715,2,0,2,45,315,3,238,,,,,
237,24-08-01,50.2,28.5,22.5,98.3007,87.9459,4,2,0,315,270,3,237,,,,,
236,23-08-01,39.4,29,23,98.2772,82.4026,8,4,1,315,270,3,236,,,,,
235,22-08-01,33.8,29.5,23,92.0262,74.0937,4,2,0.3,225,270,3,235,,,,,
2990,23-08-19,53.6,29.8,21.6,98,100,8,8,0.2,100,170,3,2990,,,,,
2989,22-08-19,31.6,29,22,100,82,8,8,1,90,230,3,2989,,,,,
2988,21-08-19,25,29.2,22.5,94,89,8,8,0.4,130,200,3,2988,,,,,
2987,20-08-19,6.8,30,22.1,98,78,8,8,4.3,70,280,3,2987,,,,,
2986,19-08-19,36.6,29.8,21.4,98,80,8,8,2,110,320,3,2986,,,,,
2984,17-08-19,76,30,21,97,82,8,8,2,100,220,3,2984,,,,,
2983,16-08-19,42.8,30.4,21.3,98,85,8,6,3.8,60,270,3,2983,,,,,
2982,15-08-19,58,27.8,21.7,100,96,8,8,0,100,200,3,2982,,,,,
2999,01-09-19,41,26.5,21.6,98,100,8,8,0,140,120,3,2999,,,,,
3000,02-09-19,74,29.2,21,98,92,8,8,1.8,170,100,3,3000,,,,,
3001,03-09-19,52,29.3,20.6,98,82,8,8,0,150,210,3,3001,,,,,
3002,04-09-19,33,27.8,22,98,98,8,8,0,180,280,3,3002,,,,,
2992,25-08-19,77,30.2,20.5,92,87,8,8,7.8,140,240,3,2992,,,,,
1793,19-09-11,16.2,30.6,23.1,94,89,0,8,4.5,135,292,3,1793,,,,,
220,07-08-01,8.8,28,22.5,96.7179,87.5452,1,2,1,315,270,3,220,,,,,
546,27-08-03,31.2,30.5,21.5,96.6596,98.5051,8,0,0,247,225,3,546,,,,,
232,19-08-01,122.8,28.5,22,98.3382,87.8976,8,2,1.3,225,225,3,232,,,,,
1774,31-08-11,60.6,29.8,22.7,97,96,0,8,0,90,180,3,1774,,,,,
1773,30-08-11,52.8,30,22.8,99,98,8,8,0,45,315,3,1773,,,,,
1911,15-08-12,14.2,31,23,98,95,6,6,2.9,60,45,3,1911,,,,,
2533,25-08-16,56.1,28.4,15.4,96,92,8,8,0.3,350,280,3,2533,,,,,
2534,26-08-16,7.8,28.1,16,90,94,8,8,4.5,200,270,3,2534,,,,,
0,01-10-08,8.002803551,31.2301171,21.72261449,93.31890882,89.78579347,6.121356488,7.123457762,6.023398936,342.227724,227.9292859,3,3763,,,,,
0,01-10-08,44.90717861,30.42234927,19.97993434,94.93651028,85.87221751,6.476445222,2.34013428,1.433325722,131.4529396,181.5254523,3,3733,,,,,
0,01-10-08,37.26203739,29.97901197,21.14763135,99.48537107,89.42069573,4.350482566,7.276168187,0.991935753,148.4519737,288.4044158,3,3748,,,,,
0,01-10-08,82.56937083,28.687686,24.17572997,93.23044867,88.19184292,6.316098927,6.896026024,4.009786337,166.334823,184.6970652,3,3749,,,,,
0,01-10-08,42.56669441,29.04243609,19.01382389,92.78357008,87.7901871,6.093609928,7.104944948,3.328177993,173.310645,128.6266653,3,3750,,,,,
0,01-10-08,22.44928746,29.0398086,22.08357918,96.19791602,92.65912299,7.17393488,5.032356358,2.137897029,217.9747454,249.3201647,3,3751,,,,,
0,01-10-08,77.21941093,28.84132268,21.0935796,97.19265839,79.46699287,7.96244213,7.237161485,2.193508513,65.54590548,165.6427923,3,3767,,,,,
0,01-10-08,41.83181699,29.40963451,22.56560286,97.36111762,95.57538061,6.114062166,4.667403608,5.272658799,344.7394416,246.4578313,3,3766,,,,,
0,01-10-08,71.29912215,30.34170616,20.76597949,96.49174123,85.12125424,2.381113207,6.203442218,2.215062402,171.2002095,219.7287159,3,3765,,,,,
0,01-10-08,36.87954481,31.35044151,21.43997807,98.4990701,90.79837773,5.883014494,0.215219743,2.123882359,158.8523264,311.8633777,3,3764,,,,,
0,01-10-08,33.3495696,29.20502337,18.80005846,90.19602529,98.64099899,5.341458296,4.961719442,2.877169149,50.96717142,269.888943,3,3762,,,,,
0,01-10-08,41.24960056,29.07278914,21.98376621,96.77697305,82.50033072,5.404263712,4.142113818,5.095403249,62.19035565,201.9726229,3,3759,,,,,
0,01-10-08,62.06656459,28.96268454,20.20444764,95.8826293,75.16294283,6.901455405,4.496308594,2.646572276,299.1562607,101.6306317,3,3761,,,,,
0,01-10-08,48.4716953,30.90874969,18.1954669,92.78943142,80.65690272,3.417568538,4.48180372,3.137534986,229.8539209,225.8761568,3,3769,,,,,
0,01-10-08,23.46565542,28.56537394,21.39541605,98.04479769,72.71325704,7.740960849,3.479370241,1.159944462,425.6543777,146.1369479,3,3760,,,,,
0,01-10-08,87.58769665,28.93144881,19.12376649,97.67562355,84.76726633,3.671032768,3.456030088,0.578561974,96.8766525,244.5363912,3,3758,,,,,
0,01-10-08,47.63360693,26.81041636,23.22491835,93.52382446,81.88757248,4.210233973,7.321966629,2.290101383,135.8492242,149.4846241,3,3757,,,,,
0,01-10-08,46.18861913,32.75838381,20.92244385,96.01325498,85.84299889,4.884228943,6.209547571,5.397616014,134.9243002,100.8655022,3,3756,,,,,
0,01-10-08,50.31909298,29.13104464,23.54955097,93.44292654,84.88651115,7.030886703,3.575374768,1.157808749,247.6954082,265.0679041,3,3755,,,,,
0,01-10-08,29.93578511,31.10258107,23.80615996,96.78530193,97.40193732,7.401360353,5.362251737,2.227705097,103.5706905,39.14118284,3,3754,,,,,
0,01-10-08,49.92960259,31.97835053,20.1505656,97.1245627,88.5016767,4.121642887,5.653770964,0.934029352,272.3139659,198.6430788,3,3753,,,,,
0,01-10-08,55.34292794,30.49818213,17.96340182,94.53111767,88.37304303,3.265368749,1.60246233,0.014882265,96.76466569,235.0955916,3,3734,,,,,
0,01-10-08,7.506704003,31.10399815,17.40757193,97.332387,88.14567833,6.309285339,6.560273258,3.248996422,452.8876802,150.1352403,3,3735,,,,,
0,01-10-08,43.56843194,28.24175441,20.18966897,92.6198593,76.2149099,6.077967899,7.877954805,3.332439011,264.4215215,243.5451053,3,3736,,,,,
0,01-10-08,19.06026044,31.03611536,21.32465659,98.3146018,93.26580075,5.420513163,6.657759649,2.70690877,381.3195836,273.3244679,3,3737,,,,,
0,01-10-08,49.10209171,29.54325438,21.23714267,92.76031628,89.6563574,3.056068973,4.174464708,4.702354029,396.2968493,214.490384,3,3795,,,,,
0,01-10-08,32.48216828,29.11057135,22.84089775,93.81028343,91.23981031,5.395159896,1.15206341,1.003679369,237.1571309,295.6720694,3,3794,,,,,
0,01-10-08,91.96238086,27.75230903,21.12070131,95.95084478,92.22674411,3.818918727,3.373396085,4.481261059,267.733675,290.9881931,3,3793,,,,,
0,01-10-08,36.6724083,28.5911943,19.33158662,98.44506796,93.03245297,1.975410506,6.040272228,6.15718128,304.1049836,155.5553484,3,3792,,,,,
0,01-10-08,31.88460462,29.45902462,22.89595249,99.70443052,84.53830338,6.737204741,0.57078186,6.083507502,419.8279354,87.51185074,3,3791,,,,,
0,01-10-08,38.24097685,28.91401389,22.07627585,97.5280722,84.15087661,7.248248848,5.508136504,2.077852733,323.3572413,337.3427476,3,3798,,,,,
0,01-10-08,10.69656115,29.98272714,19.50354456,94.87340931,86.42605061,4.973773277,6.448569253,0.282626461,39.07415615,239.1327718,3,3807,,,,,
0,01-10-08,17.25921588,28.84430724,24.08238094,99.54342271,88.93217298,5.905165712,6.505074868,1.633226674,439.2082948,246.2761957,3,3770,,,,,
0,01-10-08,30.2807302,31.84162078,22.05095431,92.76707431,84.05836213,6.026664864,7.5311776,3.984105027,343.0004424,299.8275106,3,3768,,,,,
0,01-10-08,72.57094454,29.36262983,20.08820562,92.78237204,97.58598448,1.977408485,5.098252863,2.180434403,25.58747075,217.0536865,3,3747,,,,,
0,01-10-08,70.11494448,28.83155351,23.32788475,93.15017182,82.94314917,7.923517024,6.779106469,0.282621129,321.6736989,206.1095398,3,3746,,,,,
0,01-10-08,20.57571665,29.42368284,18.4391963,93.77084847,82.86968628,2.94044758,7.459999398,2.134538672,268.020167,206.1058002,3,3745,,,,,
0,01-10-08,54.73809818,29.58151783,22.06442791,91.89555556,91.93785885,7.395479333,4.223485401,2.795965595,362.5399417,127.7956468,3,3744,,,,,
0,01-10-08,40.62193394,29.03381733,22.29532313,97.07616174,89.38339686,5.1404447,5.121104649,6.843990917,327.3108618,124.5838583,3,3743,,,,,
0,01-10-08,41.2728802,29.05918328,20.05280992,91.82697418,77.02917814,0.557002176,5.678306001,4.68747668,446.0082045,170.0600409,3,3742,,,,,
0,01-10-08,51.9237853,29.12727653,22.46411711,97.28587477,94.74438977,6.66638804,6.894257263,1.272198324,293.0675819,142.5275708,3,3741,,,,,
0,01-10-08,56.14706534,30.52763284,18.23640699,95.75950416,84.64059281,3.747678678,7.817993573,2.424739423,112.0325505,302.6245006,3,3740,,,,,
0,01-10-08,68.92610206,31.19663907,19.73931833,95.31334254,91.26808941,3.409772848,2.190907757,4.952662569,43.44042588,73.57092844,3,3739,,,,,
0,01-10-08,34.39043667,29.70406399,20.65289331,97.85735788,88.62383644,7.193738359,4.006156521,1.880259179,50.97348957,158.5849489,3,3738,,,,,
0,01-10-08,83.04126339,30.73197207,21.81406778,96.34812816,89.44141246,4.267010168,6.863117917,3.585161114,238.7280539,257.0598642,3,3752,,,,,
0,01-10-08,29.02216802,31.02957841,22.73605156,98.24691928,81.85505323,2.428644659,7.519752517,4.753884384,199.7664661,238.0198146,3,3732,,,,,
2078,29-08-13,23.5,31,23.5,92,82,6,3,5,20,25,3,2078,,,,,
0,01-10-08,53.88427154,30.05286853,21.26133228,95.85578232,93.09832397,6.667427698,2.300111412,1.203039469,191.9351462,204.7925611,3,3872,,,,,
0,01-10-08,53.10084053,30.05732025,21.03510108,97.15575266,95.72224489,2.499825291,6.553657278,3.819922805,381.9175976,208.1516258,3,3881,,,,,
0,01-10-08,7.064431714,28.27790752,22.29210679,99.96890802,75.06993845,6.100530129,4.095314447,1.666782517,288.4411785,319.2156203,3,3880,,,,,
0,01-10-08,22.27024752,30.05655573,22.53332318,96.17896967,88.55689793,7.522386099,0.131597523,1.815944739,25.70712341,48.42173566,3,3879,,,,,
0,01-10-08,63.65471182,28.53290622,22.0785747,94.68626903,89.26560404,4.042551974,4.999263391,0.481878519,155.2946481,287.5380758,3,3878,,,,,
0,01-10-08,25.35205743,30.95288241,22.32836965,95.7385294,77.91823947,1.770179099,6.713436234,5.054319107,89.0081075,268.632323,3,3849,,,,,
